WasdeNumber,ReportDate,ReportTitle,Attribute,ReliabilityProjection,Commodity,Region,MarketYear,ProjEstFlag,AnnualQuarterFlag,Value,Unit,ReleaseDate,ReleaseTime,ForecastYear,ForecastMonth
504,March 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Proj.,Annual,1999.0,Million Bushels,2012-03-09,08:30:00.0000000,2012,3
505,April 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2009/10,,Annual,2218.0,Million Bushels,2012-04-10,08:30:00.0000000,2012,4
505,April 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,Est.,Annual,2207.0,Million Bushels,2012-04-10,08:30:00.0000000,2012,4
505,April 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Proj.,Annual,1999.0,Million Bushels,2012-04-10,08:30:00.0000000,2012,4
506,May 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2012-05-10,08:30:00.0000000,2012,5
506,May 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2012-05-10,08:30:00.0000000,2012,5
506,May 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2245.0,Million Bushels,2012-05-10,08:30:00.0000000,2012,5
507,June 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2012-06-12,08:30:00.0000000,2012,6
507,June 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2012-06-12,08:30:00.0000000,2012,6
507,June 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2234.0,Million Bushels,2012-06-12,08:30:00.0000000,2012,6
508,July 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2012-07-11,08:30:00.0000000,2012,7
508,July 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2012-07-11,08:30:00.0000000,2012,7
508,July 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2224.0,Million Bushels,2012-07-11,08:30:00.0000000,2012,7
509,August 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2012-08-10,08:30:00.0000000,2012,8
509,August 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2012-08-10,08:30:00.0000000,2012,8
509,August 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2268.0,Million Bushels,2012-08-10,08:30:00.0000000,2012,8
510,September 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2012-09-12,08:30:00.0000000,2012,9
510,September 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2012-09-12,08:30:00.0000000,2012,9
510,September 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2268.0,Million Bushels,2012-09-12,08:30:00.0000000,2012,9
511,October 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2012-10-11,08:30:00.0000000,2012,10
511,October 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2012-10-11,08:30:00.0000000,2012,10
511,October 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2269.0,Million Bushels,2012-10-11,08:30:00.0000000,2012,10
512,November 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2012-11-09,08:30:00.0000000,2012,11
512,November 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2012-11-09,08:30:00.0000000,2012,11
512,November 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2269.0,Million Bushels,2012-11-09,08:30:00.0000000,2012,11
513,December 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2012-12-11,08:30:00.0000000,2012,12
513,December 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2012-12-11,08:30:00.0000000,2012,12
513,December 2012,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2269.0,Million Bushels,2012-12-11,08:30:00.0000000,2012,12
514,January 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2013-01-11,12:00:00.0000000,2013,1
514,January 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2013-01-11,12:00:00.0000000,2013,1
514,January 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2269.0,Million Bushels,2013-01-11,12:00:00.0000000,2013,1
515,February 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2013-02-08,12:00:00.0000000,2013,2
515,February 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2013-02-08,12:00:00.0000000,2013,2
515,February 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2269.0,Million Bushels,2013-02-08,12:00:00.0000000,2013,2
516,March 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2013-03-08,12:00:00.0000000,2013,3
516,March 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2013-03-08,12:00:00.0000000,2013,3
516,March 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2269.0,Million Bushels,2013-03-08,12:00:00.0000000,2013,3
517,April 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2010/11,,Annual,2207.0,Million Bushels,2013-04-10,12:00:00.0000000,2013,4
517,April 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,Est.,Annual,1999.0,Million Bushels,2013-04-10,12:00:00.0000000,2013,4
517,April 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Proj.,Annual,2269.0,Million Bushels,2013-04-10,12:00:00.0000000,2013,4
518,May 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2013-05-10,12:00:00.0000000,2013,5
518,May 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2269.0,Million Bushels,2013-05-10,12:00:00.0000000,2013,5
518,May 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2057.0,Million Bushels,2013-05-10,12:00:00.0000000,2013,5
519,June 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2013-06-12,12:00:00.0000000,2013,6
519,June 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2269.0,Million Bushels,2013-06-12,12:00:00.0000000,2013,6
519,June 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2080.0,Million Bushels,2013-06-12,12:00:00.0000000,2013,6
520,July 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2013-07-11,12:00:00.0000000,2013,7
520,July 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2269.0,Million Bushels,2013-07-11,12:00:00.0000000,2013,7
520,July 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2114.0,Million Bushels,2013-07-11,12:00:00.0000000,2013,7
521,August 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2013-08-12,12:00:00.0000000,2013,8
521,August 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2269.0,Million Bushels,2013-08-12,12:00:00.0000000,2013,8
521,August 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2114.0,Million Bushels,2013-08-12,12:00:00.0000000,2013,8
522,September 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2013-09-12,12:00:00.0000000,2013,9
522,September 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2269.0,Million Bushels,2013-09-12,12:00:00.0000000,2013,9
522,September 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2114.0,Million Bushels,2013-09-12,12:00:00.0000000,2013,9
523,November 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2013-11-08,12:00:00.0000000,2013,11
523,November 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2266.0,Million Bushels,2013-11-08,12:00:00.0000000,2013,11
523,November 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2130.0,Million Bushels,2013-11-08,12:00:00.0000000,2013,11
524,December 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2013-12-10,12:00:00.0000000,2013,12
524,December 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2266.0,Million Bushels,2013-12-10,12:00:00.0000000,2013,12
524,December 2013,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2130.0,Million Bushels,2013-12-10,12:00:00.0000000,2013,12
525,January 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2014-01-10,12:00:00.0000000,2014,1
525,January 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2266.0,Million Bushels,2014-01-10,12:00:00.0000000,2014,1
525,January 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2130.0,Million Bushels,2014-01-10,12:00:00.0000000,2014,1
526,February 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2014-02-10,12:00:00.0000000,2014,2
526,February 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2266.0,Million Bushels,2014-02-10,12:00:00.0000000,2014,2
526,February 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2130.0,Million Bushels,2014-02-10,12:00:00.0000000,2014,2
527,March 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2014-03-10,12:00:00.0000000,2014,3
527,March 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2266.0,Million Bushels,2014-03-10,12:00:00.0000000,2014,3
527,March 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2130.0,Million Bushels,2014-03-10,12:00:00.0000000,2014,3
528,April 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2011/12,,Annual,1999.0,Million Bushels,2014-04-09,12:00:00.0000000,2014,4
528,April 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,Est.,Annual,2266.0,Million Bushels,2014-04-09,12:00:00.0000000,2014,4
528,April 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Proj.,Annual,2130.0,Million Bushels,2014-04-09,12:00:00.0000000,2014,4
529,May 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,,Annual,2266.0,Million Bushels,2014-05-09,12:00:00.0000000,2014,5
529,May 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Est.,Annual,2130.0,Million Bushels,2014-05-09,12:00:00.0000000,2014,5
529,May 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2014/15,Proj.,Annual,1963.0,Million Bushels,2014-05-09,12:00:00.0000000,2014,5
530,June 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,,Annual,2266.0,Million Bushels,2014-06-11,12:00:00.0000000,2014,6
530,June 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Est.,Annual,2130.0,Million Bushels,2014-06-11,12:00:00.0000000,2014,6
530,June 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2014/15,Proj.,Annual,1942.0,Million Bushels,2014-06-11,12:00:00.0000000,2014,6
531,July 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,,Annual,2266.0,Million Bushels,2014-07-11,12:00:00.0000000,2014,7
531,July 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Est.,Annual,2130.0,Million Bushels,2014-07-11,12:00:00.0000000,2014,7
531,July 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2014/15,Proj.,Annual,1992.0,Million Bushels,2014-07-11,12:00:00.0000000,2014,7
532,August 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,,Annual,2266.0,Million Bushels,2014-08-12,12:00:00.0000000,2014,8
532,August 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Est.,Annual,2130.0,Million Bushels,2014-08-12,12:00:00.0000000,2014,8
532,August 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2014/15,Proj.,Annual,2030.0,Million Bushels,2014-08-12,12:00:00.0000000,2014,8
533,September 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,,Annual,2266.0,Million Bushels,2014-09-11,12:00:00.0000000,2014,9
533,September 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Est.,Annual,2130.0,Million Bushels,2014-09-11,12:00:00.0000000,2014,9
533,September 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2014/15,Proj.,Annual,2030.0,Million Bushels,2014-09-11,12:00:00.0000000,2014,9
534,October 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,,Annual,2266.0,Million Bushels,2014-10-10,12:00:00.0000000,2014,10
534,October 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Est.,Annual,2135.0,Million Bushels,2014-10-10,12:00:00.0000000,2014,10
534,October 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2014/15,Proj.,Annual,2035.0,Million Bushels,2014-10-10,12:00:00.0000000,2014,10
535,November 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,,Annual,2252.0,Million Bushels,2014-11-10,12:00:00.0000000,2014,11
535,November 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Est.,Annual,2135.0,Million Bushels,2014-11-10,12:00:00.0000000,2014,11
535,November 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2014/15,Proj.,Annual,2026.0,Million Bushels,2014-11-10,12:00:00.0000000,2014,11
536,December 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,,Annual,2252.0,Million Bushels,2014-12-10,12:00:00.0000000,2014,12
536,December 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Est.,Annual,2135.0,Million Bushels,2014-12-10,12:00:00.0000000,2014,12
536,December 2014,U.S. Wheat Supply and Use,Production,,Wheat,United States,2014/15,Proj.,Annual,2026.0,Million Bushels,2014-12-10,12:00:00.0000000,2014,12
537,January 2015,U.S. Wheat Supply and Use,Production,,Wheat,United States,2012/13,,Annual,2252.0,Million Bushels,2015-01-12,12:00:00.0000000,2015,1
537,January 2015,U.S. Wheat Supply and Use,Production,,Wheat,United States,2013/14,Est.,Annual,2135.0,Million Bushels,2015-01-12,12:00:00.0000000,2015,1
537,January 2015,U.S. Wheat Supply and Use,Production,,Wheat,United States,2014/15,Proj.,Annual,2026.0,Million Bushels,2015-01-12,12:00:00.0000000,2015,1
